Start time          ,End time
11/28/2012 10:04,11/28/2012 10:05
11/28/2012 10:33,11/28/2012 10:45
11/28/2012 10:50,11/28/2012 11:03
11/28/2012 11:04,11/28/2012 12:27
11/28/2012 12:28,11/28/2012 12:28
11/28/2012 12:58,11/28/2012 13:14
11/28/2012 13:16,11/28/2012 13:18
11/28/2012 13:54,11/28/2012 14:23
11/28/2012 14:24,11/28/2012 14:24
11/28/2012 14:25,11/28/2012 14:25
11/28/2012 14:26,11/28/2012 14:26
11/28/2012 14:27,11/28/2012 14:27
11/28/2012 14:28,11/28/2012 16:05
11/28/2012 16:05,11/28/2012 17:38
11/28/2012 17:40,11/28/2012 17:45
11/28/2012 17:55,11/28/2012 19:29
11/28/2012 19:30,11/28/2012 19:35
11/28/2012 19:48,11/28/2012 22:14
11/28/2012 22:15,11/28/2012 22:18
11/28/2012 22:19,11/28/2012 23:38
11/28/2012 23:54,11/28/2012 23:55
11/28/2012 23:56,11/28/2012 23:56
11/28/2012 23:58,11/29/2012 0:00
11/29/2012 0:00,11/29/2012 0:57
11/29/2012 0:58,11/29/2012 0:58
11/29/2012 0:59,11/29/2012 9:35
11/29/2012 9:38,11/29/2012 9:45
11/29/2012 9:50,11/29/2012 9:56
11/29/2012 10:04,11/29/2012 10:06
11/29/2012 10:15,11/29/2012 10:20
11/29/2012 10:30,11/29/2012 10:31
11/29/2012 10:34,11/29/2012 10:36
11/29/2012 10:45,11/29/2012 13:39
11/29/2012 14:27,11/29/2012 15:05
11/29/2012 15:08,11/29/2012 15:32
11/29/2012 16:12,11/29/2012 16:12
11/29/2012 16:13,11/29/2012 16:17
11/29/2012 16:18,11/29/2012 18:15
11/29/2012 18:16,11/29/2012 18:19
11/29/2012 18:44,11/29/2012 20:58
11/29/2012 21:00,11/29/2012 21:00
11/29/2012 21:01,11/29/2012 21:01
11/29/2012 21:02,11/29/2012 21:32
11/29/2012 22:26,11/29/2012 23:35
11/30/2012 0:18,11/30/2012 1:39
11/30/2012 1:40,11/30/2012 1:40
11/30/2012 1:41,11/30/2012 10:20
11/30/2012 10:25,11/30/2012 10:31
11/30/2012 10:27,11/30/2012 10:28
11/30/2012 10:51,11/30/2012 11:51
11/30/2012 11:52,11/30/2012 11:56
11/30/2012 11:57,11/30/2012 12:00
11/30/2012 12:02,11/30/2012 12:03
11/30/2012 12:04,11/30/2012 12:25
11/30/2012 12:26,11/30/2012 12:30
11/30/2012 12:54,11/30/2012 12:54
11/30/2012 12:55,11/30/2012 12:55
11/30/2012 12:56,11/30/2012 14:35
11/30/2012 15:08,11/30/2012 15:20
11/30/2012 15:20,11/30/2012 17:29
11/30/2012 17:30,11/30/2012 17:42
11/30/2012 17:46,11/30/2012 17:47
11/30/2012 17:51,11/30/2012 22:12
11/30/2012 22:12,11/30/2012 22:20
11/30/2012 22:40,12/1/2012 0:05
12/1/2012 0:10,12/1/2012 0:11
12/1/2012 0:15,12/1/2012 0:15
12/1/2012 0:16,12/1/2012 0:16
12/1/2012 0:18,12/1/2012 9:40
12/1/2012 9:46,12/1/2012 9:47
12/1/2012 9:50,12/1/2012 10:09
12/1/2012 10:34,12/1/2012 10:36
12/1/2012 10:37,12/1/2012 10:43
12/1/2012 10:45,12/1/2012 10:48
12/1/2012 10:54,12/1/2012 10:54
12/1/2012 11:29,12/1/2012 11:36
12/1/2012 12:16,12/1/2012 12:49
12/1/2012 12:52,12/1/2012 12:53
12/1/2012 13:37,12/1/2012 14:10
12/1/2012 15:49,12/1/2012 15:53
12/1/2012 18:28,12/1/2012 18:45
12/1/2012 18:52,12/1/2012 18:52
12/1/2012 18:53,12/1/2012 20:36
12/1/2012 21:10,12/1/2012 21:10
12/1/2012 21:20,12/2/2012 1:25
12/2/2012 1:32,12/2/2012 1:33
12/2/2012 1:38,12/2/2012 1:39
12/2/2012 1:41,12/2/2012 9:20
12/2/2012 9:25,12/2/2012 9:25
12/2/2012 9:26,12/2/2012 10:16
12/2/2012 10:20,12/2/2012 10:21
12/2/2012 10:26,12/2/2012 10:33
12/2/2012 11:34,12/2/2012 11:35
12/2/2012 11:35,12/2/2012 11:49
12/2/2012 11:53,12/2/2012 11:53
12/2/2012 12:24,12/2/2012 12:56
12/2/2012 13:37,12/2/2012 13:59
12/2/2012 15:14,12/2/2012 15:33
12/2/2012 16:45,12/2/2012 16:59
12/2/2012 17:10,12/2/2012 18:45
12/2/2012 18:46,12/2/2012 18:47
12/2/2012 19:10,12/2/2012 19:11
12/2/2012 19:16,12/2/2012 20:03
12/2/2012 20:09,12/2/2012 20:21
12/2/2012 20:29,12/2/2012 20:29
12/2/2012 20:41,12/3/2012 1:03
